mun_fr;map_names_ar;Type de liste (fr);nom_liste_fr;nom_liste_ar;votes_obtenus;porcentage_obtenus;sieges_obtenus;total_inscrits;votes_nul;votes_blancs;total_votes_valide;total_votes
Soukra;سكرة;Liste partisane;Nidaa Tounes;حركة نداء تونس;3291;0,233503619;8;51175;387;457;14094;14938
Siliana;سليانة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1032;0,157293096;4;22943;306;130;6561;6997
Soliman;سليمان;Liste partisane;Nidaa Tounes;حركة نداء تونس;1721;0,190270868;5;18888;272;136;9045;9453
Sousse;سوسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;6947;0,231474077;9;102744;921;561;30012;31494
Souk El Ahed;سوق الأحد;Liste partisane;Nidaa Tounes;حركة نداء تونس;240;0,068278805;1;12666;158;93;3515;3766
Souk Jedid;سوق الجديد;Liste partisane;Nidaa Tounes;حركة نداء تونس;458;0,088794106;2;13361;277;118;5158;5553
Souk Essebt;سوق السبت;Liste partisane;Nidaa Tounes;حركة نداء تونس;353;0,231323722;4;5202;98;39;1526;1663
Sidi Smail;سيدي إسماعيل;Liste partisane;Nidaa Tounes;حركة نداء تونس;171;0,125827815;1;3730;122;19;1359;1500
Sidi Jadidi;سيدي الجديدي;Liste partisane;Nidaa Tounes;حركة نداء تونس;295;0,155590717;3;5483;86;54;1896;2036
Sidi El Heni;سيدي الهاني;Liste partisane;Nidaa Tounes;حركة نداء تونس;1226;0,568909513;10;5701;152;80;2155;2387
Sidi Bennour;سيدي بنور;Liste partisane;Nidaa Tounes;حركة نداء تونس;286;0,2495637;3;2012;23;21;1146;1190
Sidi Boubaker;سيدي بوبكر;Liste partisane;Nidaa Tounes;حركة نداء تونس;323;0,191237419;2;2587;69;21;1689;1779
Sidi Bouzid;سيدي بوزيد;Liste partisane;Nidaa Tounes;حركة نداء تونس;2735;0,273856013;9;41689;295;132;9987;10414
Sidi Bou Said;سيدي بوسعيد;Liste partisane;Nidaa Tounes;حركة نداء تونس;1382;0,50659824;6;5336;64;42;2728;2834
Sidi Bouali;سيدي بوعلي;Liste partisane;Nidaa Tounes;حركة نداء تونس;339;0,073679635;1;9478;159;72;4601;4832
Sidi Thabet;سيدي ثابت;Liste partisane;Nidaa Tounes;حركة نداء تونس;884;0,237698306;4;10100;147;60;3719;3926
Sidi Hassine;سيدي حسين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1899;0,223859484;8;38119;392;296;8484;9172
Sidi Zid;سيدي زيد - أولاد مولاهم;Liste partisane;Nidaa Tounes;حركة نداء تونس;1323;0,309473684;6;8200;148;81;4275;4504
Sidi Ameur;سيدي عامر- مسجد عيسى;Liste partisane;Nidaa Tounes;حركة نداء تونس;647;0,255327545;3;4440;49;34;2534;2617
Sidi Alouane;سيدي علوان;Liste partisane;Nidaa Tounes;حركة نداء تونس;967;0,397942387;10;10678;178;117;2430;2725
Sidi Ali Ben Aoun;سيدي علي بن عون;Liste partisane;Nidaa Tounes;حركة نداء تونس;422;0,182842288;3;8821;125;40;2308;2473
Sidi Aich;سيدي عيش;Liste partisane;Nidaa Tounes;حركة نداء تونس;446;0,134783923;2;5897;131;34;3309;3474
Sidi Makhlouf;سيدي مخلوف;Liste partisane;Nidaa Tounes;حركة نداء تونس;593;0,18218126;4;12959;149;58;3255;3462
Sidi Morched;سيدي مرشد;Liste partisane;Nidaa Tounes;حركة نداء تونس;705;0,339431873;6;7352;161;50;2077;2288
Sisseb Edheriaat;سيسب الدريعات;Liste partisane;Nidaa Tounes;حركة نداء تونس;916;0,270685579;7;9702;141;64;3384;3589
Chorbane;شربان;Liste partisane;Nidaa Tounes;حركة نداء تونس;1424;0,333333333;8;11395;296;110;4272;4678
Chott Mariem;شط مريم;Liste partisane;Nidaa Tounes;حركة نداء تونس;297;0,19223301;2;3376;70;41;1545;1656
Chaouachi;شواشي;Liste partisane;Nidaa Tounes;حركة نداء تونس;506;0,248770895;4;5833;197;51;2034;2282
Chihia;شيحية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1104;0,143042239;3;20091;184;115;7718;8017
Sfax;صفاقس;Liste partisane;Nidaa Tounes;حركة نداء تونس;7424;0,163358711;7;148647;1007;784;45446;47237
Saouaf;صواف;Liste partisane;Nidaa Tounes;حركة نداء تونس;678;0,243534483;4;7109;228;79;2784;3091
Sayada;صيادة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1890;0,513447433;9;7951;109;57;3681;3847
Tebourba;طبربة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1212;0,219525448;5;21275;365;142;5521;6028
Tabarka;طبرقة;Liste partisane;Nidaa Tounes;حركة نداء تونس;684;0,142737896;3;17075;312;74;4792;5178
Teboulba;طبلبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;971;0,127160817;3;17748;170;79;7636;7885
Teboulbou;طبلبو;Liste partisane;Nidaa Tounes;حركة نداء تونس;327;0,073565804;2;11479;136;70;4445;4651
Touza;طوزة;Liste partisane;Nidaa Tounes;حركة نداء تونس;252;0,12543554;1;4059;27;9;2009;2045
Tina;طينة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1831;0,344367124;8;17393;216;111;5317;5644
Abida;عبيدة;Liste partisane;Nidaa Tounes;حركة نداء تونس;454;0,138625954;2;6392;175;55;3275;3505
Agareb;عقارب;Liste partisane;Nidaa Tounes;حركة نداء تونس;2899;0,389441161;9;20009;298;152;7444;7894
Amiret Touazra;عميرة التوازرة;Liste partisane;Nidaa Tounes;حركة نداء تونس;351;0,207446809;3;3144;39;57;1692;1788
Amiret El Hojjaj;عميرة الحجاج;Liste partisane;Nidaa Tounes;حركة نداء تونس;790;0,608160123;7;3854;65;33;1299;1397
Amiret El Fehoul;عميرة الفحول;Liste partisane;Nidaa Tounes;حركة نداء تونس;275;0,203402367;2;2742;55;31;1352;1438
Ousja;عوسجة;Liste partisane;Nidaa Tounes;حركة نداء تونس;321;0,132919255;2;5035;88;58;2415;2561
El Ain El Beidha;عين البيضاء;Liste partisane;Nidaa Tounes;حركة نداء تونس;1378;0,524752475;9;6984;166;67;2626;2859
Ain El Khemaissia;عين الخمايسية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1352;0,522815159;9;6610;115;67;2586;2768
Ain Essobh Nadhour;عين الصبح - الناظور;Liste partisane;Nidaa Tounes;حركة نداء تونس;166;0,056713358;1;8679;211;107;2927;3245
Ain Jelloula;عين جلولة;Liste partisane;Nidaa Tounes;حركة نداء تونس;139;0,095075239;1;3894;89;38;1462;1589
Ain Draham;عين دراهم;Liste partisane;Nidaa Tounes;حركة نداء تونس;1221;0,388853503;7;13439;284;110;3140;3534
Ghardimaou;غار الدماء;Liste partisane;Nidaa Tounes;حركة نداء تونس;1471;0,25063895;8;20171;289;174;5869;6332
Ghar El Melh;غار الملح;Liste partisane;Nidaa Tounes;حركة نداء تونس;306;0,18489426;2;4539;57;57;1655;1769
Ghezala;غزالة;Liste partisane;Nidaa Tounes;حركة نداء تونس;637;0,325165901;8;10562;237;64;1959;2260
Ghomrassen;غمراسن;Liste partisane;Nidaa Tounes;حركة نداء تونس;213;0,09833795;2;7818;71;39;2166;2276
Ghenada;غنادة;Liste partisane;Nidaa Tounes;حركة نداء تونس;733;0,394722671;5;2720;72;28;1857;1957
Ghannouch;غنوش;Liste partisane;Nidaa Tounes;حركة نداء تونس;500;0,144175317;3;12675;124;60;3468;3652
Fernana;فرنانة;Liste partisane;Nidaa Tounes;حركة نداء تونس;885;0,310744382;8;12438;305;81;2848;3234
Feriana;فريانة;Liste partisane;Nidaa Tounes;حركة نداء تونس;651;0,120444033;3;16744;246;105;5405;5756
Fondouk Jedidi;فندق الجديد - سلتان;Liste partisane;Nidaa Tounes;حركة نداء تونس;1204;0,263745893;5;11054;210;66;4565;4841
Foussana;فوسانة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1548;0,225261932;5;16494;329;101;6872;7302
Fouchana;فوشانة;Liste partisane;Nidaa Tounes;حركة نداء تونس;971;0,141359732;5;20443;297;142;6869;7308
Gabes;قابس;Liste partisane;Nidaa Tounes;حركة نداء تونس;2396;0,16568702;5;51010;261;251;14461;14973
Goubellat;قبلاط;Liste partisane;Nidaa Tounes;حركة نداء تونس;432;0,334106729;6;5579;67;72;1293;1432
Kebili;قبلي;Liste partisane;Nidaa Tounes;حركة نداء تونس;1034;0,152664993;4;23887;231;175;6773;7179
Korba;قربة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1056;0,114595768;3;24931;303;163;9215;9681
Korbous;قربص;Liste partisane;Nidaa Tounes;حركة نداء تونس;168;0,142493639;2;1966;39;19;1179;1237
Carthage;قرطاج;Liste partisane;Nidaa Tounes;حركة نداء تونس;1185;0,220465116;4;15743;171;131;5375;5677
Kerkennah;قرقنة;Liste partisane;Nidaa Tounes;حركة نداء تونس;539;0,153561254;3;9202;73;55;3510;3638
Grombalia;قرمبالية;Liste partisane;Nidaa Tounes;حركة نداء تونس;2408;0,309233338;8;23508;275;174;7787;8236
Gremda;قرمدة;Liste partisane;Nidaa Tounes;حركة نداء تونس;866;0,106702809;3;17166;116;92;8116;8324
Ksar Hellal;قصر هلال;Liste partisane;Nidaa Tounes;حركة نداء تونس;1922;0,172423073;4;26671;289;136;11147;11572
Ksour Essaf;قصور الساف;Liste partisane;Nidaa Tounes;حركة نداء تونس;672;0,114911081;3;15764;91;93;5848;6032
Ksibet Thrayet;قصيبة - الثريات;Liste partisane;Nidaa Tounes;حركة نداء تونس;315;0,103346457;2;6237;123;42;3048;3213
Ksibet El Mediouni;قصيبة المديوني;Liste partisane;Nidaa Tounes;حركة نداء تونس;775;0,22908661;4;7264;86;58;3383;3527
Gaafour;قعفور;Liste partisane;Nidaa Tounes;حركة نداء تونس;609;0,208062863;4;8989;205;74;2927;3206
Gafsa;قفصة;Liste partisane;Nidaa Tounes;حركة نداء تونس;3203;0,216345829;9;54251;469;185;14805;15459
Kalâat El Andalous;قلعة الأندلس;Liste partisane;Nidaa Tounes;حركة نداء تونس;1875;0,37187624;9;11075;143;65;5042;5250
Kalaat Senan;قلعة سنان;Liste partisane;Nidaa Tounes;حركة نداء تونس;656;0,23880597;4;7435;220;58;2747;3025
Kelibia;قليبية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1379;0,144488684;5;24622;231;120;9544;9895
Ketana;كتانة;Liste partisane;Nidaa Tounes;حركة نداء تونس;497;0,257646449;5;7307;75;56;1929;2060
Kerker;كركر;Liste partisane;Nidaa Tounes;حركة نداء تونس;560;0,164030463;3;7198;106;54;3414;3574
Kesra;كسرى;Liste partisane;Nidaa Tounes;حركة نداء تونس;280;0,115559224;2;7794;207;72;2423;2702
Kondar;كندار;Liste partisane;Nidaa Tounes;حركة نداء تونس;1143;0,30569671;6;5973;237;67;3739;4043
Lala;لالة;Liste partisane;Nidaa Tounes;حركة نداء تونس;455;0,197998259;4;6793;81;44;2298;2423
Lamta;لمطة;Liste partisane;Nidaa Tounes;حركة نداء تونس;589;0,332956473;4;3190;44;16;1769;1829
Metline;ماتلين;Liste partisane;Nidaa Tounes;حركة نداء تونس;361;0,188413361;3;6634;86;62;1916;2064
Majel Bel Abbes;ماجل بلعباس;Liste partisane;Nidaa Tounes;حركة نداء تونس;1557;0,322026887;6;11045;197;65;4835;5097
Mareth;مارث;Liste partisane;Nidaa Tounes;حركة نداء تونس;628;0,135053763;3;14699;185;106;4650;4941
Mateur;ماطر;Liste partisane;Nidaa Tounes;حركة نداء تونس;1954;0,403385632;10;19888;325;149;4844;5318
Medjez El Bab;مجاز الباب;Liste partisane;Nidaa Tounes;حركة نداء تونس;1624;0,269588313;7;18118;227;97;6024;6348
Mednine;مدنين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1418;0,093975744;4;47023;382;238;15089;15709
Mornag;مرناق;Liste partisane;Nidaa Tounes;حركة نداء تونس;1371;0,219993582;5;19795;311;154;6232;6697
Mezzouna;مزونة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1851;0,256869276;5;12420;185;88;7206;7479
Msaken;مساكن;Liste partisane;Nidaa Tounes;حركة نداء تونس;1791;0,153549383;5;34825;336;183;11664;12183
Matmata;مطماطة;Liste partisane;Nidaa Tounes;حركة نداء تونس;60;0,063626723;1;2561;46;32;943;1021
Matmata Djedaïda;مطماطة الجديدة;Liste partisane;Nidaa Tounes;حركة نداء تونس;381;0,169107856;3;7106;146;58;2253;2457
Megrine;مقرين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1062;0,176793741;4;17014;179;132;6007;6318
Makthar;مكثر;Liste partisane;Nidaa Tounes;حركة نداء تونس;979;0,229220323;6;12892;195;132;4271;4598
Melloulech;ملولش;Liste partisane;Nidaa Tounes;حركة نداء تونس;838;0,340235485;6;9656;137;54;2463;2654
Menzel El Habib;منزل الحبيب;Liste partisane;Nidaa Tounes;حركة نداء تونس;512;0,191330344;3;6136;120;39;2676;2835
Menzel Mhiri;منزل المهيري;Liste partisane;Nidaa Tounes;حركة نداء تونس;331;0,120319884;2;6425;160;44;2751;2955
Menzel Bourguiba;منزل بورقيبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1464;0,191497711;6;29721;401;174;7645;8220
Menzel Bouzelfa;منزل بوزلفة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1707;0,269370365;6;21036;244;154;6337;6735
Menzel Bouzaiane;منزل بوزيان;Liste partisane;Nidaa Tounes;حركة نداء تونس;670;0,097383721;2;16625;236;114;6880;7230
Menzel Temime;منزل تميم;Liste partisane;Nidaa Tounes;حركة نداء تونس;984;0,128008326;4;25864;239;172;7687;8098
Menzel Jemil;منزل جميل;Liste partisane;Nidaa Tounes;حركة نداء تونس;457;0,099629387;3;13072;190;77;4587;4854
Menzel Hor;منزل حر;Liste partisane;Nidaa Tounes;حركة نداء تونس;781;0,458871915;6;3827;73;33;1702;1808
Menzel Hayet;منزل حياة;Liste partisane;Nidaa Tounes;حركة نداء تونس;329;0,092467678;2;5918;97;51;3558;3706
Menzel Salem;منزل سالم;Liste partisane;Nidaa Tounes;حركة نداء تونس;187;0,369565217;4;905;45;7;506;558
Menzel Chaker;منزل شاكر;Liste partisane;Nidaa Tounes;حركة نداء تونس;574;0,231731934;4;8815;103;43;2477;2623
Menzel Abderrahmane;منزل عبد الرحمان;Liste partisane;Nidaa Tounes;حركة نداء تونس;503;0,152934022;3;8139;171;68;3289;3528
Menzel Farsi;منزل فارسي;Liste partisane;Nidaa Tounes;حركة نداء تونس;49;0,044504995;1;1936;31;25;1101;1157
Menzel Kamel;منزل كامل;Liste partisane;Nidaa Tounes;حركة نداء تونس;846;0,486486486;6;3601;48;33;1739;1820
Menzel Ennour;منزل نور;Liste partisane;Nidaa Tounes;حركة نداء تونس;1069;0,345842769;6;5821;57;46;3091;3194
Manouba;منوبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1043;0,147170876;4;22044;156;136;7087;7379
Midoun;ميدون;Liste partisane;Nidaa Tounes;حركة نداء تونس;586;0,068586142;2;24777;178;113;8544;8835
Nabeul;نابل;Liste partisane;Nidaa Tounes;حركة نداء تونس;3845;0,233511478;7;41924;494;327;16466;17287
Nebeur;نبر;Liste partisane;Nidaa Tounes;حركة نداء تونس;677;0,2471705;4;6889;152;82;2739;2973
Nasrallah;نصر الله;Liste partisane;Nidaa Tounes;حركة نداء تونس;318;0,09455843;2;10945;269;73;3363;3705
Naâssen;نعسان;Liste partisane;Nidaa Tounes;حركة نداء تونس;537;0,177991382;4;11803;156;69;3017;3242
Nefza;نفزة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1006;0,172971114;5;15663;428;153;5816;6397
Nefta;نفطة;Liste partisane;Nidaa Tounes;حركة نداء تونس;576;0,110790537;2;15608;143;78;5199;5420
Hebira;هبيرة;Liste partisane;Nidaa Tounes;حركة نداء تونس;609;0,316528067;6;5037;195;64;1924;2183
Hergla;هرقلة;Liste partisane;Nidaa Tounes;حركة نداء تونس;525;0,228062554;3;4431;129;46;2302;2477
Oued Ellil;وادي الليل;Liste partisane;Nidaa Tounes;حركة نداء تونس;2148;0,255592575;8;30108;424;163;8404;8991
Oued Meliz;وادي مليز;Liste partisane;Nidaa Tounes;حركة نداء تونس;1705;0,533145716;10;8721;176;98;3198;3472
Oudref;وذرف;Liste partisane;Nidaa Tounes;حركة نداء تونس;717;0,191047162;3;8083;79;60;3753;3892
Ouechtata;وشتاتة - الجميلة;Liste partisane;Nidaa Tounes;حركة نداء تونس;758;0,200052784;4;11702;328;70;3789;4178
Dahmani;الدهماني;Liste partisane;Parti De L'Avenir;حزب المستقبل;214;0,051715805;1;11900;336;124;4138;4598
Mdhila;المظيلة;Liste partisane;Parti Des Verts Pour Le Progrès;الخضر للتقدم;150;0;1;8969;176;47;4274;4497
El Hencha;الحنشة;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;563;0,123817902;3;16205;223;73;4547;4843
Dahmani;الدهماني;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;372;0,089898502;2;11900;336;124;4138;4598
Ezzahra;الزهراء;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;384;0,048948375;1;20136;259;136;7845;8240
El Maagoula;المعقولة;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;189;0,1;2;6848;158;79;1890;2127
Monastir;المنستير;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1386;0,079395085;3;46430;384;209;17457;18050
Mnihla;المنيهلة;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;371;0,053312258;2;30959;276;214;6959;7449
Mahdia;المهدية;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1166;0,111621673;3;28714;287;181;10446;10914
Oueslatia;الوسلاتية;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1000;0,202757502;5;14209;355;107;4932;5394
Beja;باجة;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1903;0,181428163;6;41646;586;314;10489;11389
Baten Elghezel;باطن الغزال;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;196;0,079159935;1;7016;127;63;2476;2666
Bourouis;بورويس;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;129;0,045696068;1;6659;136;130;2823;3089
Tajerouine;تاجروين;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;328;0,066816052;2;14322;345;80;4909;5334
Jammel;جمال;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;637;0,072107765;2;22244;194;75;8834;9103
Joumine;جومين;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;367;0,08000872;2;11736;416;130;4587;5133
Hammam Lif;حمام الأنف;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;267;0,03231663;1;22538;299;110;8262;8671
Sakiet Eddaeir;ساقية الداير;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;682;0,074568117;2;23195;225;147;9146;9518
Sejnane;سجنان;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;261;0,06561086;1;10470;278;85;3978;4341
Siliana;سليانة;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1898;0,28928517;7;22943;306;130;6561;6997
Sousse;سوسة;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;2998;0,099893376;4;102744;921;561;30012;31494
Sidi Bouali;سيدي بوعلي;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;113;0,024559878;0;9478;159;72;4601;4832
Sfax;صفاقس;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;3384;0,074461999;3;148647;1007;784;45446;47237
Ghardimaou;غار الدماء;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;170;0,028965752;0;20171;289;174;5869;6332
Gaafour;قعفور;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;197;0,067304407;1;8989;205;74;2927;3206
Kalaat Senan;قلعة سنان;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;510;0,18565708;3;7435;220;58;2747;3025
Kelibia;قليبية;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1041;0,109073764;4;24622;231;120;9544;9895
Majel Bel Abbes;ماجل بلعباس;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;449;0,092864529;2;11045;197;65;4835;5097
Menzel Bouzelfa;منزل بوزلفة;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;828;0,130661196;3;21036;244;154;6337;6735
Menzel Temime;منزل تميم;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1179;0,153375829;5;25864;239;172;7687;8098
Nabeul;نابل;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1749;0,106218875;3;41924;494;327;16466;17287
Nefza;نفزة;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;94;0,016162311;0;15663;428;153;5816;6397
Ouechtata;وشتاتة - الجميلة;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;117;0,03087886;1;11702;328;70;3789;4178
Ezzahra;الزهراء;Liste partisane;Parti Socialiste;الحزب الاشتراكي;134;0,017080943;0;20136;259;136;7845;8240
Sned;السند;Liste partisane;Parti Socialiste;الحزب الاشتراكي;137;0,030786517;1;10501;135;82;4450;4667
Charaê - Machrek Echems;الشرائع - مشرق الشمس;Liste partisane;Parti Socialiste;الحزب الاشتراكي;151;0,034760589;1;11743;224;95;4344;4663
Le Kef;الكاف;Liste partisane;Parti Socialiste;الحزب الاشتراكي;468;0,047025723;1;35526;456;192;9952;10600
El Krib;الكريب;Liste partisane;Parti Socialiste;الحزب الاشتراكي;99;0,020965693;0;9651;239;96;4722;5057
Bir El Hafey;بئر الحفي;Liste partisane;Parti Socialiste;الحزب الاشتراكي;217;0,049117248;1;15326;147;64;4418;4629
Tazaghrane;تزغران - زاوية المقايز;Liste partisane;Parti Socialiste;الحزب الاشتراكي;497;0,131099974;2;8277;196;101;3791;4088
Rahal;رحال;Liste partisane;Parti Socialiste;الحزب الاشتراكي;454;0,206269877;4;4571;56;63;2201;2320
Sbeitla;سبيطلة;Liste partisane;Parti Socialiste;الحزب الاشتراكي;449;0,061684297;2;18341;351;151;7279;7781
Soliman;سليمان;Liste partisane;Parti Socialiste;الحزب الاشتراكي;109;0,012050857;0;18888;272;136;9045;9453
Sidi Bouzid;سيدي بوزيد;Liste partisane;Parti Socialiste;الحزب الاشتراكي;356;0,03564634;1;41689;295;132;9987;10414
Menzel Bouzaiane;منزل بوزيان;Liste partisane;Parti Socialiste;الحزب الاشتراكي;305;0,044331395;1;16625;236;114;6880;7230
Bizerte;بنزرت;Liste partisane;Sawt Ettounsi;حزب صوت التونسي;846;0,044613194;2;80820;950;445;18963;20358
Joumine;جومين;Liste partisane;Sawt Ettounsi;حزب صوت التونسي;195;0,042511445;1;11736;416;130;4587;5133
El Fahs;الفحص;Liste partisane;Tounes Awalan;حركة تونس أولا;301;0,058950255;1;15911;232;119;5106;5457
El Alia;العالية;Liste partisane;Union Populaire Républicaine;الإتحاد الشعبي الجمھوري;171;0,044811321;1;17717;247;118;3816;4181
El Fahs;الفحص;Liste partisane;Union Populaire Républicaine;الإتحاد الشعبي الجمھوري;54;0,010575793;0;15911;232;119;5106;5457
El Mourouj;المروج;Liste partisane;Union Populaire Républicaine;الإتحاد الشعبي الجمھوري;211;0,014432285;0;50600;325;195;14620;15140
Tunis;تونس;Liste partisane;Union Populaire Républicaine;الإتحاد الشعبي الجمھوري;1041;0,013082985;0;328134;2831;2058;79569;84458
La Goulette;حلق الوادي;Liste partisane;Union Populaire Républicaine;الإتحاد الشعبي الجمھوري;529;0,072090488;2;23448;210;172;7338;7720
Zaouia Sousse;زاوية سوسة;Liste partisane;Union Populaire Républicaine;الإتحاد الشعبي الجمھوري;746;0,227092846;4;8517;217;57;3285;3559
